rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_err	sentinel	kegg_bad
rxn00001	diphosphate phosphohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00012[0] => (2) cpd00009[0] + (1) cpd00067[0]	(1) H2O[0] + (1) PPi[0] => (2) Phosphate[0] + (1) H+[0]	3.6.1.1	3	1	4.15	-3.46	-3.82	3	1	R00004	R00004	1	9	1	0	0.0	2	2	4	5.0	2.0	3	H;O;P	0	1	0	0	0	0	0	0	0	1	0	176.0	9	0	0	h;h2o;pi;ppi	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	7.61	7.970000000000001	0.3599999999999999	7.970000000000001	-1.0433333333333332	7.970000000000001	0.046507337591392736	False	False
rxn00002	urea-1-carboxylate amidohydrolase	OK	0	0	>	(1) cpd00001[0] + (3) cpd00067[0] + (1) cpd00742[0] => (2) cpd00011[0] + (2) cpd00013[0]	(1) H2O[0] + (3) H+[0] + (1) Allophanate[0] => (2) CO2[0] + (2) NH3[0]	3.5.1.54	3	1	-9.62	-20.14	-23.02	3	1	R00005	R00005	1	3	1	0	0.0	3	2	5	9.0	3.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	2	103.0	7	0	0	co2;h;h2o;nh3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	-3.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	10.52	13.4	2.879999999999999	13.4	-17.593333333333334	13.4	1.8604865871824354	False	False
rxn00003	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)	OK	0	0	<	(1) cpd00011[0] + (1) cpd00668[0] <= (2) cpd00020[0] + (1) cpd00067[0]	(1) CO2[0] + (1) ALCTT[0] <= (2) Pyruvate[0] + (1) H+[0]	2.2.1.6	2	1	10.53	8.27	5.71	3	1	R00006	R00006	1	3	1	0	0.0	2	2	4	5.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	5	131.0	9	0	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	2.26	4.819999999999999	2.56	4.819999999999999	8.17	4.819999999999999	0.9026405884162583	False	False
rxn00004	4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming)	OK	0	0	=	(1) cpd02570[0] <=> (2) cpd00020[0]	(1) Parapyruvate[0] <=> (2) Pyruvate[0]	4.1.3.17	4	1	3.17	4.49	-1.48	3	1	R00008	R00008	1	1	1	0	0.0	1	1	2	3.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	6	174.0	12	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-1.3200000000000005	4.65	5.970000000000001	5.970000000000001	2.06	5.970000000000001	0.5669163110980491	False	False
rxn00006	hydrogen-peroxide:hydrogen-peroxide oxidoreductase	OK	0	0	>	(2) cpd00025[0] => (2) cpd00001[0] + (1) cpd00007[0]	(2) H2O2[0] => (2) H2O[0] + (1) O2[0]	1.11.1.21;1.11.1.6	1	2	-45.36	-46.06	-46.54	3	1	R00009	R00009	1	24	1	0	0.0	1	2	3	5.0	2.0	2	H;O	0	0	0	0	0	0	0	0	0	1	0	34.0	2	0	0	h2o;h2o2;o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.7000000000000028	1.1799999999999995	0.4799999999999969	1.1799999999999995	-45.98666666666667	1.1799999999999995	1.6390414402999782	False	False
rxn00007	alpha,alpha-trehalose glucohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00794[0] => (2) cpd00027[0]	(1) H2O[0] + (1) TRHL[0] => (2) D-Glucose[0]	3.2.1.28	3	1	-3.11	-2.79	-2.98	3	2	R00010	R00010;R06103	1	5	1	1	0.0	2	1	3	4.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	12	342.0	23	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	-1.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-0.3199999999999998	-0.1299999999999999	0.1899999999999999	0.3199999999999998	-2.9600000000000004	0.3199999999999998	0.262386585730636	False	False
rxn00008	Mn(II):hydrogen-peroxide oxidoreductase	CI:2	0	0	<	(2) cpd00001[0] <= (1) cpd00025[0] + (2) cpd00067[0]	(2) H2O[0] <= (1) H2O2[0] + (2) H+[0]	1.11.1.13	1	1	62.27	62.53	-64.69	3	1	R00011	R00011	1	93	1	0	0.0	1	2	3	5.0	2.0	2	H;O	0	0	0	0	0	0	0	0	0	1	0	34.0	2	0	0	h;h2o;h2o2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	-0.259999999999998	126.96	127.22	127.22	20.036666666666672	127.22	0.8041542508795919	False	False
rxn00009	GTP:GTP guanylyltransferase	OK	0	0	=	(2) cpd00038[0] <=> (1) cpd00012[0] + (1) cpd00067[0] + (1) cpd00925[0]	(2) GTP[0] <=> (1) PPi[0] + (1) H+[0] + (1) GppppG[0]	2.7.7.45	2	1	-8.46	2.7	0.42	3	1	R00012	R00012	1	4	1	0	0.0	1	3	4	5.0	2.0	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	20	864.0	55	9	6	h;ppi	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	-11.16	-8.88	2.28	11.16	-1.7800000000000002	11.16	1.517953356869834	False	False
rxn00010	glyoxylate carboxy-lyase (dimerizing; tartronate-semialdehyde-forming)	OK	0	0	>	(2) cpd00040[0] + (1) cpd00067[0] => (1) cpd00011[0] + (1) cpd00843[0]	(2) Glyoxalate[0] + (1) H+[0] => (1) CO2[0] + (1) Tartronate semialdehyde[0]	4.1.1.47	4	1	-10.57	-4.57	-5.17	3	1	R00013	R00013	1	1	1	0	0.0	2	2	4	5.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	3	103.0	7	0	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	-6.0	-5.4	0.5999999999999996	6.0	-6.7700000000000005	6.0	1.0819599858616127	False	False
rxn00011	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)	OK	0	0	<	(1) cpd00011[0] + (1) cpd03049[0] <= (1) cpd00020[0] + (1) cpd00056[0] + (1) cpd00067[0]	(1) CO2[0] + (1) 2-Hydroxyethyl-ThPP[0] <= (1) Pyruvate[0] + (1) TPP[0] + (1) H+[0]	1.2.4.1;2.2.1.6;4.1.1.1	1;2;4	3	6.87	7.23	-7.32	3	1	R00014	R00014	1	3	1	0	0.0	2	3	5	5.0	1.0	6	C;H;N;O;P;S	1	1	1	0	0	0	0	0	0	1	14	467.0	29	4	4	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	-0.3600000000000003	14.19	14.55	14.55	2.26	14.55	0.8353891490342245	False	False
rxn00012	sucrose:sucrose 1'-beta-D-fructosyltransferase	OK	0	0	=	(2) cpd00076[0] <=> (1) cpd00027[0] + (1) cpd02298[0]	(2) Sucrose[0] <=> (1) D-Glucose[0] + (1) 1F-beta-D-Fructosylsucrose[0]	2.4.1.99	2	1	0.0	-1.36	-5.12	3	1	R00015	R00015	1	37	1	0	0.0	1	2	3	4.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	18	504.0	34	6	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1.36	5.12	3.76	5.12	-2.16	5.12	1.319283428873434	False	False
rxn00015	putrescine:putrescine 4-aminobutyltransferase (ammonia-forming)	OK	0	0	=	(2) cpd00118[0] <=> (1) cpd00013[0] + (1) cpd03802[0]	(2) Putrescine[0] <=> (1) NH3[0] + (1) Homospermidine[0]	2.5.1.44	2	1	-0.52	-1.2	-4.6	3	1	R00018	R00018	1	2	1	0	0.0	1	2	3	4.0	2.0	3	C;H;N	0	0	1	0	0	0	0	0	0	1	8	162.0	11	0	0	nh3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.6799999999999999	4.08	3.3999999999999995	4.08	-2.1066666666666665	4.08	1.0800687499360357	False	False
rxn00016	chitobiose N-acetylglucosaminohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd01157[0] => (2) cpd00122[0]	(1) H2O[0] + (1) Chitobiose[0] => (2) N-Acetyl-D-glucosamine[0]	3.2.1.52	3	1	-3.11	-3.2	2.51	3	1	R00022	R00022	1	5	1	0	0.0	2	1	3	4.0	2.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	16	424.0	29	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	-1.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0900000000000003	-5.619999999999999	-5.71	5.71	-1.2666666666666668	5.71	0.8620115681649521	False	False
rxn00018	3-phospho-D-glycerate carboxy-lyase (dimerizing; D-ribulose-1,5-bisphosphate-forming)	OK	0	0	=	(1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00871[0] <=> (2) cpd00067[0] + (2) cpd00169[0]	(1) H2O[0] + (1) CO2[0] + (1) D-Ribulose 1,5-bisphosphate[0] <=> (2) H+[0] + (2) 3-Phosphoglycerate[0]	4.1.1.39	4	1	-7.91	-6.24	-8.63	3	1	R00024	R00024	1	41	1	0	0.0	3	2	5	7.0	2.0	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	5	308.0	18	0	0	co2;h;h2o	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-1.67	0.7200000000000006	2.390000000000001	2.390000000000001	-7.593333333333334	2.390000000000001	0.9171450106558848	False	False
rxn00020	cellobiose glucohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00158[0] => (2) cpd00190[0]	(1) H2O[0] + (1) CELB[0] => (2) beta-D-Glucose[0]	3.2.1.21	3	1	-3.11	-2.63	6.13	3	2	R00026	R00026;R06092	1	9	1	1	0.0	2	1	3	4.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	12	342.0	23	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	-1.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-0.48	-9.24	-8.76	9.24	0.1299999999999999	9.24	0.41838251740700416	False	False
rxn00021	2-hydroxy-1,2-diphenylethanone benzaldehyde-lyase (benzaldehyde-forming)	OK	0	0	=	(1) cpd01008[0] <=> (2) cpd00225[0]	(1) Benzoin[0] <=> (2) Benzaldehyde[0]	4.1.2.38	4	1	2.47	2.81	2.37	3	1	R00027	R00027	1	3	1	0	0.0	1	1	2	3.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	14	212.0	16	3	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	-0.3399999999999998	0.1	0.4399999999999999	0.4399999999999999	2.5500000000000003	0.4399999999999999	0.4388107858156294	False	False
rxn00022	maltose glucohydrolase	OK	0	0	>	(1) cpd00001[0] + (1) cpd00179[0] => (2) cpd00027[0]	(1) H2O[0] + (1) Maltose[0] => (2) D-Glucose[0]	3.2.1.20	3	1	-3.11	-3.48	5.81	3	2	R00028	R00028;R06084	1	31	1	1	0.0	2	1	3	4.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	12	342.0	23	3	0	h2o	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	-1.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.3700000000000001	-8.92	-9.29	9.29	-0.26	9.29	0.38457747268566095	False	False
rxn00024	1,2-Benzenediol:oxygen oxidoreductase	OK	0	0	>	(1) cpd00007[0] + (2) cpd00069[0] => (2) cpd00291[0]	(1) O2[0] + (2) L-Tyrosine[0] => (2) L-Dopa[0]	1.10.3.1	1	1	-82.88	-125.98	-48.69	3	1	R00031	R00031	1	1	1	0	0.0	2	1	3	5.0	2.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	9	197.0	14	2	2	o2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	43.10000000000001	-34.19	-77.29	77.29	-85.85000000000001	77.29	2.592060576282628	False	False
rxn00025	beta-Carotene:oxygen 15,15'-oxidoreductase (bond-cleaving)	OK	0	0	>	(1) cpd00007[0] + (1) cpd01420[0] => (2) cpd00304[0]	(1) O2[0] + (1) beta-Carotene[0] => (2) Retinal[0]	1.13.11.63;1.14.99.36	1	2	-87.46	-86.46	-72.68	3	1	R00032	R00032	1	11	1	0	0.0	2	1	3	4.0	2.0	3	C;H;O	0	0	0	0	0	0	0	0	0	1	40	536.0	40	3	0	o2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	2.0	2.0	21.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	-1.0	-14.779999999999989	-13.779999999999989	14.779999999999989	-82.2	14.779999999999989	1.2243229258175856	False	False
rxn00026	thiamine:oxygen 5-oxidoreductase	OK	0	0	>	(1) cpd00007[0] + (1) cpd00305[0] => (1) cpd00025[0] + (1) cpd03484[0]	(1) O2[0] + (1) Thiamin[0] => (1) H2O2[0] + (1) Thiamine aldehyde[0]	1.1.3.23	1	1	-26.49	-26.84	-29.07	3	1	R00033	R00033	1	1	1	0	0.0	2	2	4	4.0	1.0	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	12	265.0	18	4	4	h2o2;o2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.3500000000000014	2.580000000000002	2.2300000000000004	2.580000000000002	-27.46666666666667	2.580000000000002	1.0297578173491246	False	False
rxn00029	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)	OK	0	0	>	(2) cpd00338[0] => (2) cpd00001[0] + (1) cpd00067[0] + (1) cpd00689[0]	(2) 5-Aminolevulinate[0] => (2) H2O[0] + (1) H+[0] + (1) Porphobilinogen[0]	4.2.1.24	4	1	-15.31	-24.58	-38.95	3	1	R00036	R00036	1	2	1	0	0.0	1	3	4	6.0	2.0	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	10	225.0	16	1	1	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	9.269999999999998	23.64	14.370000000000005	23.64	-26.28	23.64	0.9715811233603705	False	False
